1.000000 	 6.534374
3.000000 	 5.971288
5.000000 	 5.707534
7.000000 	 5.531817
9.000000 	 5.398686
11.000000 	 5.290674
13.000000 	 5.199257
15.000000 	 5.119666
17.000000 	 5.048976
19.000000 	 4.985269
21.000000 	 4.927220
23.000000 	 4.873873
25.000000 	 4.824514
27.000000 	 4.778591
29.000000 	 4.735670
31.000000 	 4.695399
33.000000 	 4.657489
35.000000 	 4.621699
37.000000 	 4.587826
39.000000 	 4.555694
41.000000 	 4.525155
43.000000 	 4.496077
45.000000 	 4.468346
47.000000 	 4.441860
49.000000 	 4.416530
51.000000 	 4.392276
53.000000 	 4.369027
55.000000 	 4.346718
57.000000 	 4.325292
59.000000 	 4.304696
61.000000 	 4.284882
63.000000 	 4.265806
65.000000 	 4.247430
67.000000 	 4.229717
69.000000 	 4.212633
71.000000 	 4.196148
73.000000 	 4.180232
75.000000 	 4.164861
77.000000 	 4.150010
79.000000 	 4.135656
81.000000 	 4.121778
83.000000 	 4.108357
85.000000 	 4.095375
87.000000 	 4.082814
89.000000 	 4.070659
91.000000 	 4.058896
93.000000 	 4.047509
95.000000 	 4.036486
97.000000 	 4.025814
99.000000 	 4.015483
101.000000 	 4.005481
103.000000 	 3.995797
105.000000 	 3.986423
107.000000 	 3.977348
109.000000 	 3.968565
111.000000 	 3.960065
113.000000 	 3.951840
115.000000 	 3.943883
117.000000 	 3.936186
119.000000 	 3.928744
121.000000 	 3.921550
123.000000 	 3.914597
125.000000 	 3.907880
127.000000 	 3.901394
129.000000 	 3.895133
131.000000 	 3.889093
133.000000 	 3.883268
135.000000 	 3.877655
137.000000 	 3.872248
139.000000 	 3.867044
141.000000 	 3.862038
143.000000 	 3.857228
145.000000 	 3.852608
147.000000 	 3.848177
149.000000 	 3.843930
151.000000 	 3.839865
153.000000 	 3.835978
155.000000 	 3.832266
157.000000 	 3.828727
159.000000 	 3.825357
161.000000 	 3.822155
163.000000 	 3.819118
165.000000 	 3.816243
167.000000 	 3.813529
169.000000 	 3.810973
171.000000 	 3.808572
173.000000 	 3.806325
175.000000 	 3.804230
177.000000 	 3.802286
179.000000 	 3.800489
181.000000 	 3.798839
183.000000 	 3.797334
185.000000 	 3.795972
187.000000 	 3.794752
189.000000 	 3.793673
191.000000 	 3.792732
193.000000 	 3.791929
195.000000 	 3.791261
197.000000 	 3.790729
199.000000 	 3.790331
201.000000 	 3.790065
203.000000 	 3.789931
205.000000 	 3.789927
207.000000 	 3.790052
209.000000 	 3.790306
211.000000 	 3.790687
213.000000 	 3.791195
215.000000 	 3.791829
217.000000 	 3.792587
219.000000 	 3.793470
221.000000 	 3.794476
223.000000 	 3.795604
225.000000 	 3.796854
227.000000 	 3.798226
229.000000 	 3.799718
231.000000 	 3.801331
233.000000 	 3.803062
235.000000 	 3.804913
237.000000 	 3.806882
239.000000 	 3.808969
241.000000 	 3.811174
243.000000 	 3.813495
245.000000 	 3.815934
247.000000 	 3.818488
249.000000 	 3.821159
